,0
0,0.9474576216889545
1,0.2098331364322803
2,1.9056142401223042
3,0.1307062650375883
4,0.15885494771646336
5,0.15937044122256339
6,0.16259382480347995
7,0.194150752024143
8,0.14835524841328152
9,0.1050984593530302
10,0.1057413189446379
11,1.0432044501649216
12,0.20020072915576748
13,0.1644164820208971
14,0.18130723942886107
15,0.23789444185968023
16,0.16752196426386945
17,1.9017383930295182
18,1.9252019674459007
19,1.756501313764602
20,0.040125070492649684
21,1.8475564304244472
22,0.5341755455301609
23,1.0970367696863832
24,0.11069797227810341
25,0.1669520653958898
26,0.07646273828140693
27,0.18275291587633546
28,0.08813311996345874
29,0.32673081778921187
30,0.1772629094775766
31,0.2764982876324211
32,0.1806919791852124
33,0.03901649372710381
34,1.928901717725239
35,0.9950679829053115
36,0.21542911051074043
37,0.11961105695809238
38,1.869315588788595
39,1.7992955700610764
40,1.8537110944453161
41,1.9065381372456613
42,0.10630758598563261
43,0.24375529834651388
44,0.14670834528806154
45,0.14448366896249354
46,0.08145497776422417
47,1.881687514083751
48,0.10437527477552067
49,0.1071263322228333
50,0.1698958598135505
51,0.10891804317361675
52,0.08196591385058127
53,0.08451892856464838
54,0.17767811234807596
55,0.2133919890038669
56,0.10008068947354332
57,0.11065444513224065
58,0.2115402400959283
59,0.07757848456822103
60,0.15018039953429252
61,0.2656860086863162
62,1.1631628826580709
63,0.11481487881974317
64,0.17262777683208697
65,0.5300139344763011
66,0.19952173926867545
67,1.2156157028512098
68,0.13394213412539102
69,0.21236767907976173
70,0.17343914578668773
71,0.07853688408795279
72,1.9177448473419645
73,1.2035994140896946
74,0.17459518389659934
75,0.0762529098574305
76,0.14658591072657146
77,1.9361046867197729
78,1.9188818996335613
79,0.08807936692028306
80,0.04831979115260765
81,0.23884244169312296
82,0.15315577981527895
83,0.10218053984135622
84,0.1719727287782007
85,0.13092703763322788
86,0.18259880295954645
87,0.21381288635893725
88,0.1386874737945618
89,0.14419090392038925
90,0.18973371952597518
91,0.15608912269817665
92,1.8156302566785598
93,2.9524590120563516
94,0.07712384458864108
95,0.23193578513746615
96,0.1682115324656479
97,1.729558334540343
98,0.06950083976698807
99,0.1296110526782286
100,0.4709320888214279
101,1.7286850810050964
102,0.1084976410784293
103,1.8323371621081606
104,0.1205463684091228
105,0.1406617346801795
106,0.11502560110511695
107,0.08884075765672605
108,0.24870622395246755
109,0.4206991561150062
110,0.06961424350811285
111,0.14209514518734068
112,0.06514200785022695
113,0.02760822107666172
114,0.06886263116757618
115,0.17281205503968522
116,0.08001119981054217
117,0.08701478038710775
118,0.16292054361838382
119,0.1106452688400168
120,0.13285630417522043
121,0.183035273803398
122,0.04604704918892821
123,0.2896562460809946
124,0.08991341288492549
125,0.04703209701619926
126,0.07579585276835132
127,0.07847453798603965
128,0.07704327059764182
129,0.07639318646397442
130,0.047096485664951615
131,0.06238606794795487
132,0.1139923589580576
133,0.05928301770472899
134,0.11743076622951776
135,0.0626784583182598
136,0.04391838119045133
137,0.07506436268158723
138,0.14250266490853392
139,0.04691727290992276
140,0.12367490198812447
141,0.24620869829959702
142,0.19050039735157043
143,0.17267160321353003
144,0.2592268419684842
145,0.08698824583552778
146,0.3632832501316443
147,0.05992113016509393
148,0.09198778826976195
149,0.13615202583605424
150,0.4944178322330117
151,0.10574685034225695
152,0.22823349040118046
153,1.145353258078103
154,1.8644895805045962
155,0.5248916484415531
156,0.15277820204210002
157,0.10216220270376652
158,1.691992267173191
159,0.361967359422124
160,0.25753595744026825
161,0.29118894902057946
162,0.07830263541109161
163,0.234306605256279
164,0.33836382621666417
165,0.23729243775596842
166,0.20405417509027757
167,0.1710804836184252
168,0.1214381657919148
169,0.2858889368799282
170,0.7148226935096318
171,0.20915704674553126
172,0.26301970760687254
173,0.2127683495345991
174,0.48220529058016837
175,0.2990949414379429
176,0.3377956939802971
177,0.1636228786665015
178,1.5859871419961564
179,1.0833789202588378
180,1.875661830741592
181,0.27329705873853527
182,0.10934447641557199
183,0.22364936655503698
184,0.15467715004706406
185,0.11612378623976838
186,1.8410667352873133
187,1.442445487715304
188,0.13281067670322955
189,0.22243778640404344
190,0.061921327593154274
191,0.05084860525676049
192,0.08592500566373928
193,0.07627815060732246
194,0.05013946141116321
195,0.13737669948022813
196,0.15806852577952668
197,0.2070231800316833
198,0.18405289997463115
199,0.2558283394755563
200,0.42888258467428386
201,0.2412345713673858
202,0.10289517760975286
203,0.14878348393540364
204,0.10855014218395809
205,0.030172229329764377
206,0.07045468942669686
207,0.050731486659060465
208,0.059636275633238256
209,0.16606345752370544
210,0.0852026341817691
211,0.15104035253170878
212,0.21434883418260142
213,0.17366770404260023
214,0.09477430500555784
215,0.1010185741870373
216,0.11121196788735688
217,0.11870160166290589
218,0.16033426405920181
219,0.23928063654602738
220,0.10072251356905326
221,0.07485791054205038
222,0.32572626089677215
223,0.23560044387704693
224,0.22313838300760835
225,0.3385918041021796
226,0.07025769029132789
227,0.1755845091684023
228,0.0923866710436414
229,0.2997445286528091
230,0.3110719242831692
231,0.44966971085523255
232,0.12586805685714353
233,0.12247598986141384
234,0.11226991657167673
235,0.14340421225642785
236,0.18626023276010528
237,0.08738403057213873
238,0.21670964887016453
239,0.35011846595443785
240,0.1628919433824194
241,0.14959568565609516
242,1.8520923759460857
243,0.7371503944013966
244,0.31394886859925464
245,0.31645124027272686
246,0.2553068618872203
247,0.1067684659792576
248,0.08047113881912082
249,0.09481097257230431
250,0.17177062915288843
251,0.36956144412397407
252,0.20753884979058057
253,0.2660770185611909
254,0.11643203622588771
255,0.09632808214519173
256,1.010738790326286
257,0.15211335744243115
258,0.2115789332310669
259,0.16966303452500142
260,0.09123077089316212
261,0.25012149891699664
262,0.22433851286768913
263,0.10435238533500524
264,0.05538028081355151
265,0.11486182987573557
266,0.10503008536761627
267,0.1185279056080617
268,0.2019717821458471
269,0.07296187378233299
270,0.04478175153781194
271,0.14999497120879823
272,0.10619206744013354
273,0.08688041113782674
274,0.11496074506430887
275,0.1456320623110514
276,0.07823759938764852
277,0.048772338253911585
278,0.056808335008099675
279,0.1149648103164509
280,0.13477940458687954
281,0.09113143331524043
282,0.04435501834086608
283,1.8647464102250524
284,0.2853202178666834
285,0.20859742019092664
286,0.0674662971359794
287,0.11285167973255739
288,0.07864438384422101
289,0.16405000840313733
290,0.10473727359203622
291,0.3173835966736078
292,0.09593341205618344
293,0.10384036510367878
294,0.1436475061927922
295,0.36970593645673944
296,0.04354951516143046
297,0.09405048804183025
298,0.15292451981804334
299,0.09898079476988642
300,0.0941718789836159
301,0.05204032549227122
302,0.10957118055375759
303,0.9829620897071436
304,0.13297921860066708
305,0.08345133179682307
306,0.12760685636021663
307,0.08747808891348541
308,0.1590286538703367
309,0.1308935338020092
310,1.8540997707750648
311,0.21756683569401503
312,0.20181037549627945
313,0.14655011633294635
314,0.06775879581982736
315,0.336398462211946
316,0.27635970839764923
317,0.06014866031182464
318,0.3402483149111504
319,0.2605546691775089
320,0.3554754287470132
321,0.4971754029393196
322,1.9131325761263724
323,1.8581534635159187
324,0.26305510802194476
325,0.24504157912451774
326,0.1437500662286766
327,0.09597101529652718
328,0.16510673050652258
329,0.34887028983212076
330,0.997217877782532
331,1.9502265044138767
332,0.21582141022372525
333,0.15917357108264696
334,0.12182596500497311
335,0.22221256046759663
336,0.37239521110313945
337,1.8459371248609386
